FX 73-CL2-152
 1.0000000     0.0000000
 0.9943673     0.0048092
 0.9844865     0.0102724
 0.9736284     0.0153311
 0.9617052     0.0202315
 0.9486274     0.0250738
 0.9343573     0.0299208
 0.9189618     0.0347816
 0.9025485     0.0396158
 0.8852225     0.0444035
 0.8671230     0.0491163
 0.8483360     0.0537569
 0.8290329     0.0583173
 0.8093211     0.0627716
 0.7892551     0.0671301
 0.7689151     0.0713903
 0.7483301     0.0755643
 0.7275992     0.0796521
 0.7067692     0.0836305
 0.6857883     0.0875191
 0.6646908     0.0913325
 0.6435277     0.0950672
 0.6223251     0.0987215
 0.6011156     0.1022892
 0.5799176     0.1057628
 0.5587415     0.1091394
 0.5376138     0.1124129
 0.5165741     0.1155716
 0.4956607     0.1185977
 0.4748982     0.1214731
 0.4543109     0.1241812
 0.4339345     0.1267067
 0.4138254     0.1290334
 0.3940919     0.1311386
 0.3748817     0.1329756
 0.3562872     0.1344830
 0.3383129     0.1356000
 0.3208812     0.1362791
 0.3038735     0.1364912
 0.2871587     0.1362228
 0.2706368     0.1354815
 0.2542624     0.1342848
 0.2380733     0.1326639
 0.2221677     0.1306340
 0.2066425     0.1281986
 0.1915415     0.1253339
 0.1768334     0.1220143
 0.1624817     0.1182358
 0.1484772     0.1140151
 0.1348454     0.1093942
 0.1216610     0.1044476
 0.1090556     0.0992752
 0.0971779     0.0939755
 0.0861432     0.0886322
 0.0760008     0.0833053
 0.0667596     0.0780646
 0.0584209     0.0729782
 0.0509578     0.0680695
 0.0443025     0.0633413
 0.0383794     0.0587954
 0.0331167     0.0544311
 0.0284541     0.0502340
 0.0243299     0.0461869
 0.0206845     0.0422790
 0.0174636     0.0385031
 0.0146187     0.0348523
 0.0121089     0.0313247
 0.0099004     0.0279220
 0.0079640     0.0246460
 0.0062746     0.0214929
 0.0048072     0.0184517
 0.0035393     0.0155083
 0.0024621     0.0126524
 0.0015776     0.0098870
 0.0008850     0.0072244
 0.0003866     0.0046759
 0.0000896     0.0022285
 0.0000008    -0.0001580
 0.0001360    -0.0025340
 0.0005196    -0.0049266
 0.0011910    -0.0073308
 0.0021820    -0.0097112
 0.0034863    -0.0120277
 0.0050908    -0.0142460
 0.0069897    -0.0163454
 0.0091837    -0.0183116
 0.0116712    -0.0201250
 0.0144531    -0.0217747
 0.0175300    -0.0232555
 0.0209077    -0.0245662
 0.0246094    -0.0257200
 0.0286601    -0.0267399
 0.0330967    -0.0276446
 0.0379763    -0.0284476
 0.0433666    -0.0291707
 0.0493547    -0.0298219
 0.0560410    -0.0304111
 0.0635364    -0.0309336
 0.0719615    -0.0313676
 0.0814403    -0.0316805
 0.0920774    -0.0318263
 0.1039436    -0.0317388
 0.1171023    -0.0313426
 0.1315965    -0.0305964
 0.1473905    -0.0294751
 0.1644412    -0.0279669
 0.1826783    -0.0261094
 0.2019180    -0.0239575
 0.2219667    -0.0215599
 0.2427020    -0.0189612
 0.2639790    -0.0162355
 0.2855655    -0.0134369
 0.3073482    -0.0105825
 0.3292562    -0.0076947
 0.3511842    -0.0047958
 0.3730344    -0.0019200
 0.3947762     0.0008990
 0.4164225     0.0036440
 0.4379975     0.0063071
 0.4595271     0.0088871
 0.4810115     0.0113865
 0.5024168     0.0137981
 0.5236992     0.0161061
 0.5448519     0.0182899
 0.5658976     0.0203403
 0.5868144     0.0222481
 0.6075924     0.0239935
 0.6282650     0.0255676
 0.6488181     0.0269651
 0.6692406     0.0281679
 0.6895732     0.0291716
 0.7097908     0.0299823
 0.7298140     0.0305852
 0.7495942     0.0309550
 0.7691577     0.0310655
 0.7885079     0.0309118
 0.8076019     0.0304742
 0.8265018     0.0297398
 0.8451645     0.0287550
 0.8633405     0.0275458
 0.8808153     0.0260662
 0.8976268     0.0242578
 0.9137258     0.0221357
 0.9290838     0.0196771
 0.9436922     0.0169446
 0.9573816     0.0139959
 0.9701081     0.0107527
 0.9819457     0.0071819
 0.9930411     0.0031967
 1.0000000     0.0000000
